content,label,model_label,model_prob,T
172.18.80.1 FXPS001032 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9697956442832947,1
172.18.80.2 FXPS001032 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9706915616989136,1
武汉分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8333088159561157,1
128.20.70.71ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9722317457199097,1
"2023年11月04日 16:57:54,东亚银行张江数据中心,二层VRV空调监测,KT2-3(测试间),VRV空调报警,状态告警,值为1",空调报警,空调报警,0.958791971206665,1
"2023年11月04日 16:57:52,东亚银行张江数据中心,二层VRV空调监测,KT2-4(测试间),VRV空调报警,状态告警,值为1",空调报警,空调报警,0.9577603340148926,1
"2023年11月04日 16:57:28,东亚银行张江数据中心,一层VRV空调监测2,KT2-2(电信接入机房),VRV空调报警,状态告警,值为1",空调报警,空调报警,0.9652079939842224,1
"2023年11月04日 16:57:23,东亚银行张江数据中心,一层VRV空调监测2,KT2-1(联通接入机房),VRV空调报警,状态告警,值为1",空调报警,空调报警,0.9655821323394775,1
肇庆支行市电输入状态:报警,电源状态异常,电源状态异常,0.9629958868026733,1
128.20.159.34ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9713168740272522,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:54:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675897359848022,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:53:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9676796793937683,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:52:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675589203834534,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:51:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675346612930298,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:50:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9674815535545349,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:49:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675599336624146,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:48:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9674800038337708,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:47:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675033092498779,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:46:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675745368003845,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:45:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9675642848014832,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:44:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.9676713943481445,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.968288779258728,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.968288779258728,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:31:37, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.222:11004)",备机丢失,备机丢失,0.9750308990478516,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.9684213399887085,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.9684213399887085,1
Nov  3 11:19:49 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9743192195892334,1
Nov  3 10:55:52 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9739997386932373,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.9685652256011963,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:57, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.221:11004)",备机丢失,备机丢失,0.975092887878418,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.9685652256011963,1
Nov  3 10:55:02 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9742081165313721,1
Nov  3 10:54:42 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.9741888642311096,1
Nov  3 10:51:26 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9742461442947388,1
Nov  3 10:51:06 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.9743714332580566,1
Nov  3 10:50:16 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9739771485328674,1
"128.18.163.178Available memory:2.21 MB服务器 PLSMSAP3 上可用内存小于20M, 当前值为(2.21 MB)",内存不足,内存不足,0.9639362692832947,1
"128.18.163.178Free swap space in %:1.27 %swap使用率过高, 当前剩余值为(1.27 %)",swap使用率高,swap使用率高,0.9661620259284973,1
"128.18.163.178Free swap space in %:13.76 %PLSMSAP3 swap使用率过高, 当前剩余值为(13.76 %)",swap使用率高,swap使用率高,0.9664962887763977,1
青岛分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8269878029823303,1
乌鲁木齐分行UPS市电输入开关状态:报警,电源状态异常,电源状态异常,0.9539440274238586,1
128.18.0.5ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9699867367744446,1
大连分行市电状态:报警,电源状态异常,电源状态异常,0.9630621075630188,1
128.20.72.144ORACLE-RMAN备份:0ORACLE RMAN备份失败,备份失败,备份失败,0.9722036719322205,1
"2023年10月30日 08:21:16,东亚银行张江数据中心,主机房一空调15,一级报警,一级报警,状态告警,值为1",空调报警,空调报警,0.9407540559768677,1
"2023年10月30日 08:20:42,东亚银行张江数据中心,主机房一空调15,回路2低压,回路2低压报警,状态告警,值为1",空调报警,空调报警,0.9488582611083984,1
浦西5楼机房串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8211910128593445,1
128.21.1.100Host name of Zabbix agent running:BEANET-IMCHost name of Zabbix agent was changed on PWNETJUMP1 BEANET-IMC,主机名变更,主机名变更,0.9676936268806458,1
128.21.1.36Host name of Zabbix agent running:PWNETJUMP1Host name of Zabbix agent was changed on Beanet-iMC PWNETJUMP1,主机名变更,主机名变更,0.9674655199050903,1
哈尔滨分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8250167965888977,1
大连分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.797490656375885,1
MBK  节点 mms2 微服务应用异常,应用状态异常,应用状态异常,0.9404067397117615,1
MBK  节点 mms1 微服务应用异常,应用状态异常,应用状态异常,0.9417708516120911,1
MBK  节点 mms4 微服务应用异常,应用状态异常,应用状态异常,0.9399450421333313,1
128.194.11.1Checksum of /etc/passwd:3966030149/etc/passwd has been changed on pandsdb1,BGP邻接关系异常,BGP邻接关系异常,0.9557420015335083,1
1028test__172.18.158.226，通讯机连接故障,通讯异常,通讯异常,0.2533147931098938,1
北京分行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.8281689882278442,1
1028test__硬盘池: ob_zone 数据冗余降级,数据冗余降级,数据冗余降级,0.9692323207855225,1
"1028test__[TDSQL]TDSQL_UAT(/tdsqlzk/set_1695094140_5)11,创建时间(2023-09-19 11:29:00),业务(DAMP数据资产管理平台项目),机器(192.168.180.206:4003[备]);TCP连接状态异常产生告警，判断频率(1/1)，后续10分钟内屏蔽告警;异常策略:!=阈值(0),当前值:-1",连接状态异常,连接状态异常,0.943988561630249,1
拱北支行串口服务器通信状态:断线报警,通讯异常,通讯异常,0.7852532863616943,1
"[TDSQL]TDSQL_PRD(/tdsqlzk/set_1697097621_4),创建时间(2023-10-12 16:00:21),业务(ARV影像自动化识别和查验系统),机器(10.194.50.13:4002[备]);DB重启产生告警，后续10分钟内告警自动屏蔽;异常策略:=阈值(true),当前值:true",数据库发生重启,数据库发生重启,0.967892050743103,1
undefined172.18.83.140 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.9624974727630615,1
undefined172.18.83.141 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.9625974893569946,1
undefined172.18.83.142 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.9618558287620544,1
undefined172.18.83.140 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.960247278213501,1
undefined172.18.83.141 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.9604328870773315,1
undefined172.18.83.142 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.9610975980758667,1
undefined172.18.83.140 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.9612094163894653,1
undefined172.18.83.141 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.9617273211479187,1
undefined172.18.83.142 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.9616754055023193,1
undefined172.18.83.140 ECIF002010 网关Flow124应用异常，172.18.83.140 ECIF002011 网关Flow125应用异常，172.18.83.140 ECIF002021 客户Cust133应用异常，172.18.83.140 ECIF002022 客户Cust134应用异常，172.18.83.140 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.9534318447113037,1
undefined172.18.83.141 ECIF002010 网关Flow124应用异常，172.18.83.141 ECIF002011 网关Flow125应用异常，172.18.83.141 ECIF002021 客户Cust133应用异常，172.18.83.141 ECIF002022 客户Cust134应用异常，172.18.83.141 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.953419029712677,1
undefined172.18.83.142 ECIF002010 网关Flow124应用异常，172.18.83.142 ECIF002011 网关Flow125应用异常，172.18.83.142 ECIF002021 客户Cust133应用异常，172.18.83.142 ECIF002022 客户Cust134应用异常，172.18.83.142 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.9541191458702087,1
undefined172.18.83.140 ECIF002014 支持Supp130应用异常，172.18.83.140 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.9595446586608887,1
undefined172.18.83.141 ECIF002014 支持Supp130应用异常，172.18.83.141 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.9586025476455688,1
undefined172.18.83.142 ECIF002014 支持Supp130应用异常，172.18.83.142 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.9595677852630615,1
厦门分行UPS输入状态:报警,电源状态异常,电源状态异常,0.9315783977508545,1
undefined172.18.81.15 CIPS001007 CIPS后台应用异常,应用状态异常,应用状态异常,0.9520748853683472,1
127.0.0.1Zabbix queue over 10 minutes:117More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9689277410507202,1
"低柜 2db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9620664715766907,1
"渠道 2状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9590737819671631,1
"渠道 2db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9550654292106628,1
"低柜 2状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9625623822212219,1
"低柜 1db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.959572970867157,1
"渠道 1状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9564874172210693,1
"渠道 1db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9572795033454895,1
"YIP内管db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9628813862800598,1
undefined172.18.82.25 ICS001004 ICS应用异常,应用状态异常,应用状态异常,0.9613152742385864,1
"低柜 1状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.9623978734016418,1
undefined10.194.11.12 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.9734868407249451,1
undefined10.194.11.13 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.9728919267654419,1
"YIP内管状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,数据库状态异常,0.963126003742218,1
undefined172.18.82.26 ICS001004 ICS应用异常,应用状态异常,应用状态异常,0.9617137908935547,1
undefined172.18.58.48 EPCC001108 应用epcc-admin服务异常，172.18.58.48 EPCC001110 应用epcc-check-customization服务异常,服务状态异常,服务状态异常,0.9366930723190308,1
undefined172.18.82.79 CUPS002002 联机应用ECIS异常,应用状态异常,应用状态异常,0.9617922902107239,1
undefined172.18.82.78 CUPS002002 联机应用ECIS异常,应用状态异常,应用状态异常,0.961978554725647,1
undefined172.18.82.25 ICS001004 ICS应用异常，172.18.82.25 ICS001005 ICS应用到数据准备31异常,应用状态异常,应用状态异常,0.9510861039161682,1
undefined172.18.82.31 ICS002003 ICS数据准备31异常,数据准备异常,数据准备异常,0.9664779305458069,1
