content,label,model_label,model_prob,T
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 22:46:21, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8931949138641357,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 22:46:20, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8929185271263123,1
172.18.81.37 BPH001062 人行前置机A到人行2900A异常，172.18.81.37 BPH001072 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9214165806770325,1
172.18.81.36 BPH001062 人行前置机A到人行2900A异常，172.18.81.36 BPH001072 人行前置机B到人行2900A异常,前置机连通性异常,前置机连通性异常,0.9215337038040161,1
172.18.80.2 FXPS001031 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9147149324417114,1
172.18.80.1 FXPS001031 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9120155572891235,1
172.18.81.37 BPH001066 人行2900A节点维护,节点维护,节点维护,0.9390909075737,1
172.18.81.36 BPH001066 人行2900A节点维护,节点维护,节点维护,0.9383348226547241,1
172.18.81.37 BPH001063 人行前置机A到人行2900B异常，172.18.81.37 BPH001073 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9214165806770325,1
172.18.81.36 BPH001063 人行前置机A到人行2900B异常，172.18.81.36 BPH001073 人行前置机B到人行2900B异常,前置机连通性异常,前置机连通性异常,0.9215337038040161,1
172.18.81.37 BPH001067 人行2900B节点维护,节点维护,节点维护,0.9390909075737,1
172.18.81.36 BPH001067 人行2900B节点维护,节点维护,节点维护,0.9383348226547241,1
127.0.0.1Zabbix queue over 10 minutes:133More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:37, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.222:11004)",备机丢失,备机丢失,0.9333169460296631,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:34, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.893369734287262,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:34, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.893369734287262,1
Nov  9 09:18:15 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9372305274009705,1
10.194.12.124 NDS006001 分行应用到总行应用异常,应用状态异常,应用状态异常,0.8614187836647034,1
10.194.12.103 NDS006001 分行应用到总行应用异常,应用状态异常,应用状态异常,0.8648868203163147,1
10.194.12.130 NDS006001 分行应用到总行应用异常,应用状态异常,应用状态异常,0.8664251565933228,1
172.18.80.2 FXPS001033 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9147149324417114,1
172.18.80.1 FXPS001033 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9120155572891235,1
172.18.81.37 BPH001068 人行0030A节点维护,节点维护,节点维护,0.9390909075737,1
172.18.81.36 BPH001068 人行0030A节点维护,节点维护,节点维护,0.9383348226547241,1
172.18.80.2 FXPS001034 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9147149324417114,1
172.18.80.1 FXPS001034 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9120155572891235,1
172.18.81.37 BPH001065 人行前置机A到人行0030B异常，172.18.81.37 BPH001075 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9214165806770325,1
172.18.81.36 BPH001065 人行前置机A到人行0030B异常，172.18.81.36 BPH001075 人行前置机B到人行0030B异常,前置机连通性异常,前置机连通性异常,0.9215337038040161,1
172.18.81.37 BPH001069 人行0030B节点维护,节点维护,节点维护,0.9390909075737,1
172.18.81.36 BPH001069 人行0030B节点维护,节点维护,节点维护,0.9383348226547241,1
172.18.80.1 FXPS001032 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9120155572891235,1
172.18.80.2 FXPS001032 人行PMTS前置异常,前置机服务异常,前置机服务异常,0.9147149324417114,1
"2023年11月04日 16:57:54,东亚银行张江数据中心,二层VRV空调监测,KT2-3(测试间),VRV空调报警,状态告警,值为1",空调关机报警,空调关机报警,0.8495463132858276,1
"2023年11月04日 16:57:52,东亚银行张江数据中心,二层VRV空调监测,KT2-4(测试间),VRV空调报警,状态告警,值为1",空调关机报警,空调关机报警,0.8474096655845642,1
"2023年11月04日 16:57:28,东亚银行张江数据中心,一层VRV空调监测2,KT2-2(电信接入机房),VRV空调报警,状态告警,值为1",空调关机报警,空调关机报警,0.8725022077560425,1
"2023年11月04日 16:57:23,东亚银行张江数据中心,一层VRV空调监测2,KT2-1(联通接入机房),VRV空调报警,状态告警,值为1",空调关机报警,空调关机报警,0.8815470933914185,1
肇庆支行市电输入状态:报警,电源状态异常,电源状态异常,0.7709739208221436,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:54:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8506370782852173,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:53:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8505274057388306,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:52:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.850280225276947,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:51:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8501375913619995,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:50:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8501636385917664,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:49:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8505902886390686,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:48:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8503167033195496,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:47:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.850572943687439,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:46:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8506998419761658,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:45:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8505328893661499,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:44:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,数据库状态异常,0.8503984212875366,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8909986615180969,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8909986615180969,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:31:37, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.222:11004)",备机丢失,备机丢失,0.9332419633865356,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.893507182598114,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.893507182598114,1
Nov  3 11:19:49 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9384986758232117,1
Nov  3 10:55:52 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9381699562072754,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8918970227241516,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:57, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.221:11004)",备机丢失,备机丢失,0.9331904053688049,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,数据库状态异常,0.8918970227241516,1
Nov  3 10:55:02 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9362876415252686,1
Nov  3 10:54:42 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.9380865097045898,1
Nov  3 10:51:26 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.9382726550102234,1
Nov  3 10:51:06 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,IP SLA状态变更,0.9374333024024963,1
Nov  3 10:50:16 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,IP SLA状态变更,0.937993049621582,1
"128.18.163.178Available memory:2.21 MB服务器 PLSMSAP3 上可用内存小于20M, 当前值为(2.21 MB)",内存不足,内存不足,0.922032356262207,1
"128.18.163.178Free swap space in %:1.27 %swap使用率过高, 当前剩余值为(1.27 %)",swap使用率高,swap使用率高,0.9377491474151611,1
"128.18.163.178Free swap space in %:13.76 %PLSMSAP3 swap使用率过高, 当前剩余值为(13.76 %)",swap使用率高,swap使用率高,0.9407176375389099,1
乌鲁木齐分行UPS市电输入开关状态:报警,市电停电报警,市电停电报警,0.8384861350059509,1
大连分行市电状态:报警,市电停电报警,市电停电报警,0.8874422311782837,1
"2023年10月30日 08:21:16,东亚银行张江数据中心,主机房一空调15,一级报警,一级报警,状态告警,值为1",水冷空调报警,水冷空调报警,0.8260229825973511,1
"2023年10月30日 08:20:42,东亚银行张江数据中心,主机房一空调15,回路2低压,回路2低压报警,状态告警,值为1",空调关机报警,空调关机报警,0.7726766467094421,1
128.21.1.100Host name of Zabbix agent running:BEANET-IMCHost name of Zabbix agent was changed on PWNETJUMP1 BEANET-IMC,主机名变更,主机名变更,0.9129718542098999,1
128.21.1.36Host name of Zabbix agent running:PWNETJUMP1Host name of Zabbix agent was changed on Beanet-iMC PWNETJUMP1,主机名变更,主机名变更,0.9125518202781677,1
MBK  节点 mms2 微服务应用异常,应用状态异常,应用状态异常,0.8070164322853088,1
MBK  节点 mms1 微服务应用异常,应用状态异常,应用状态异常,0.8182117342948914,1
MBK  节点 mms4 微服务应用异常,应用状态异常,应用状态异常,0.8088335990905762,1
128.194.11.1Checksum of /etc/passwd:3966030149/etc/passwd has been changed on pandsdb1,BGP邻接关系异常,BGP邻接关系异常,0.8946992754936218,1
1028test__硬盘池: ob_zone 数据冗余降级,数据冗余降级,数据冗余降级,0.9196625351905823,1
"1028test__[TDSQL]TDSQL_UAT(/tdsqlzk/set_1695094140_5)11,创建时间(2023-09-19 11:29:00),业务(DAMP数据资产管理平台项目),机器(192.168.180.206:4003[备]);TCP连接状态异常产生告警，判断频率(1/1)，后续10分钟内屏蔽告警;异常策略:!=阈值(0),当前值:-1",连接状态异常,数据库发生重启,0.7280611395835876,0
"[TDSQL]TDSQL_PRD(/tdsqlzk/set_1697097621_4),创建时间(2023-10-12 16:00:21),业务(ARV影像自动化识别和查验系统),机器(10.194.50.13:4002[备]);DB重启产生告警，后续10分钟内告警自动屏蔽;异常策略:=阈值(true),当前值:true",数据库发生重启,数据库发生重启,0.9302524328231812,1
undefined172.18.83.140 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.8901211619377136,1
undefined172.18.83.141 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.8912978172302246,1
undefined172.18.83.142 ECIF002019 批量Batch139应用异常,应用状态异常,应用状态异常,0.8902801871299744,1
undefined172.18.83.140 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.8655269145965576,1
undefined172.18.83.141 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.8704648613929749,1
undefined172.18.83.142 ECIF002012 后管Admin127应用异常,应用状态异常,应用状态异常,0.8714613914489746,1
undefined172.18.83.140 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.8898165822029114,1
undefined172.18.83.141 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.8931014537811279,1
undefined172.18.83.142 ECIF002010 网关Flow124应用异常,应用状态异常,应用状态异常,0.8938212394714355,1
undefined172.18.83.140 ECIF002010 网关Flow124应用异常，172.18.83.140 ECIF002011 网关Flow125应用异常，172.18.83.140 ECIF002021 客户Cust133应用异常，172.18.83.140 ECIF002022 客户Cust134应用异常，172.18.83.140 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.8604543209075928,1
undefined172.18.83.141 ECIF002010 网关Flow124应用异常，172.18.83.141 ECIF002011 网关Flow125应用异常，172.18.83.141 ECIF002021 客户Cust133应用异常，172.18.83.141 ECIF002022 客户Cust134应用异常，172.18.83.141 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.8586353659629822,1
undefined172.18.83.142 ECIF002010 网关Flow124应用异常，172.18.83.142 ECIF002011 网关Flow125应用异常，172.18.83.142 ECIF002021 客户Cust133应用异常，172.18.83.142 ECIF002022 客户Cust134应用异常，172.18.83.142 ECIF002023 客户Cust135应用异常,应用状态异常,应用状态异常,0.8545870780944824,1
undefined172.18.83.140 ECIF002014 支持Supp130应用异常，172.18.83.140 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.879306435585022,1
undefined172.18.83.141 ECIF002014 支持Supp130应用异常，172.18.83.141 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.873782217502594,1
undefined172.18.83.142 ECIF002014 支持Supp130应用异常，172.18.83.142 ECIF002015 支持Supp131应用异常,应用状态异常,应用状态异常,0.8754571080207825,1
厦门分行UPS输入状态:报警,UPS电源异常,UPS电源异常,0.8264933824539185,1
undefined172.18.81.15 CIPS001007 CIPS后台应用异常,应用状态异常,应用状态异常,0.8547618389129639,1
127.0.0.1Zabbix queue over 10 minutes:117More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
"yrl 1db状态异常,java.lang.Exception: java.net.ConnectException: Connection refused (Connection refused)",数据库状态异常,数据库状态异常,0.858540952205658,1
"yrl 2db状态异常,java.lang.Exception: java.net.ConnectException: Connection refused (Connection refused)",数据库状态异常,数据库状态异常,0.8507401943206787,1
"低柜 2db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,应用状态异常,0.49147331714630127,0
"渠道 2状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.6422080397605896,1
"渠道 2db状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.5905351638793945,1
"低柜 2状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.546556830406189,1
"低柜 1db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,应用状态异常,0.42682281136512756,0
"渠道 1状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.6426540017127991,1
"渠道 1db状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.5828860402107239,1
"YIP内管db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,应用状态异常,0.40420591831207275,0
undefined172.18.82.25 ICS001004 ICS应用异常,应用状态异常,应用状态异常,0.9001455903053284,1
"低柜 1状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.5367265343666077,1
undefined10.194.11.12 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.9152579307556152,1
undefined10.194.11.13 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.914702832698822,1
"YIP内管状态异常,阀值:9000ms,系统运行异常3次",应用状态异常,应用状态异常,0.48984479904174805,1
undefined172.18.82.26 ICS001004 ICS应用异常,应用状态异常,应用状态异常,0.9005244970321655,1
undefined172.18.58.48 EPCC001108 应用epcc-admin服务异常，172.18.58.48 EPCC001110 应用epcc-check-customization服务异常,服务状态异常,服务状态异常,0.8400540351867676,1
undefined172.18.82.79 CUPS002002 联机应用ECIS异常,应用状态异常,应用状态异常,0.8791958689689636,1
undefined172.18.82.78 CUPS002002 联机应用ECIS异常,应用状态异常,应用状态异常,0.8791527152061462,1
undefined172.18.82.25 ICS001004 ICS应用异常，172.18.82.25 ICS001005 ICS应用到数据准备31异常,应用状态异常,应用状态异常,0.8552178740501404,1
undefined172.18.82.31 ICS002003 ICS数据准备31异常,数据准备异常,数据准备异常,0.9258122444152832,1
undefined172.18.82.26 ICS001005 ICS应用到数据准备31异常,应用状态异常,应用状态异常,0.7459911108016968,1
undefined10.194.11.10 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.9150372743606567,1
undefined10.194.11.11 NDS003001 总行应用到F5卡服务异常,服务状态异常,服务状态异常,0.9160563349723816,1
"硬件传感器 名称： Switch 1 - Power Supply B, Unknown.1010. 分类： power. 当前状态： shutdown(4) - 传感器处于不可恢复状态中。",电源状态异常,电源状态异常,0.7731111645698547,1
Zabbix serverZabbix queue over 10 minutes:2155More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9370099902153015,1
127.0.0.1Zabbix queue over 10 minutes:1784More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,Zabbix 队列延迟,0.9368449449539185,1
青岛分行艾默生UPS输入电状态:报警,UPS电源异常,UPS电源异常,0.881013810634613,1
192.168.160.166Free inodes on / (percentage):0.48 %卷 / 上的空闲节点少于 20%，当前值为 0.48 %,文件系统使用率高,文件系统使用率高,0.9173956513404846,1
192.168.160.166Free inodes on / (percentage):0.48 %卷 / 上的空闲节点少于 10%，当前值为 0.48 %,文件系统使用率高,文件系统使用率高,0.9182112216949463,1
192.168.160.166Free inodes on / (percentage):0.48 %卷 / 上的空闲节点少于 30%，当前值为 0.48 %,文件系统使用率高,文件系统使用率高,0.9172664284706116,1
福州分行UPS电状态:报警,UPS电源异常,UPS电源异常,0.877940833568573,1
undefined172.18.81.16 CIPS001007 CIPS后台应用异常,应用状态异常,应用状态异常,0.857702910900116,1
青岛分行维缔UPS输入电状态:报警,UPS电源异常,UPS电源异常,0.8725744485855103,1
汕头支行市电输入状态:报警,电源状态异常,电源状态异常,0.7600059509277344,1
