content,label,EventId,model_label,model_prob,T
172.18.81.37 BPH001067 人行2900B节点维护,节点维护,84,节点维护,0.9396657943725586,1
172.18.81.36 BPH001067 人行2900B节点维护,节点维护,84,节点维护,0.9392359852790833,1
127.0.0.1Zabbix queue over 10 minutes:133More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,52,Zabbix 队列延迟,0.9569070339202881,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:37, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.222:11004)",备机丢失,87,备机丢失,0.943230152130127,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:34, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,80,数据库状态异常,0.8971832990646362,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-10 16:13:34, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,81,数据库状态异常,0.8971832990646362,1
Nov  9 09:18:15 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9432892203330994,1
172.18.80.2 FXPS001033 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9398297071456909,1
172.18.80.1 FXPS001033 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9417486190795898,1
172.18.81.37 BPH001068 人行0030A节点维护,节点维护,84,节点维护,0.9396657943725586,1
172.18.81.36 BPH001068 人行0030A节点维护,节点维护,84,节点维护,0.9392359852790833,1
172.18.80.2 FXPS001034 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9398297071456909,1
172.18.80.1 FXPS001034 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9417486190795898,1
172.18.81.37 BPH001065 人行前置机A到人行0030B异常，172.18.81.37 BPH001075 人行前置机B到人行0030B异常,前置机连通性异常,82,前置机连通性异常,0.938453733921051,1
172.18.81.36 BPH001065 人行前置机A到人行0030B异常，172.18.81.36 BPH001075 人行前置机B到人行0030B异常,前置机连通性异常,82,前置机连通性异常,0.9383708238601685,1
172.18.81.37 BPH001069 人行0030B节点维护,节点维护,84,节点维护,0.9396657943725586,1
172.18.81.36 BPH001069 人行0030B节点维护,节点维护,84,节点维护,0.9392359852790833,1
172.18.80.1 FXPS001032 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9417486190795898,1
172.18.80.2 FXPS001032 人行PMTS前置异常,前置机服务异常,83,前置机服务异常,0.9398297071456909,1
武汉分行串口服务器通信状态:断线报警,通讯异常,74,服务器通信断线,0.9268718361854553,0
"2023年11月04日 16:57:54,东亚银行张江数据中心,二层VRV空调监测,KT2-3(测试间),VRV空调报警,状态告警,值为1",空调关机报警,103,空调关机报警,0.93953937292099,1
"2023年11月04日 16:57:52,东亚银行张江数据中心,二层VRV空调监测,KT2-4(测试间),VRV空调报警,状态告警,值为1",空调关机报警,103,空调关机报警,0.9370245337486267,1
"2023年11月04日 16:57:28,东亚银行张江数据中心,一层VRV空调监测2,KT2-2(电信接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104,空调关机报警,0.9501360654830933,1
"2023年11月04日 16:57:23,东亚银行张江数据中心,一层VRV空调监测2,KT2-1(联通接入机房),VRV空调报警,状态告警,值为1",空调关机报警,104,空调关机报警,0.952176570892334,1
肇庆支行市电输入状态:报警,电源状态异常,106,电源状态异常,0.8738423585891724,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:54:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8915507197380066,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:53:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8914516568183899,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:52:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8914399743080139,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:51:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8913541436195374,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:50:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8915171027183533,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:49:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8915978074073792,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:48:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8912414908409119,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:47:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8913900852203369,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:46:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.89134281873703,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:45:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8914563655853271,1
"TBase存在长事务(LONG_TRANSACTION_MON), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 15:44:37, message: node[ccs2_80:ccs2_dn001:172.18.163.223:11004:37],plane[tbase_cluster],role[1:dn master],type[2],cls_type[TbaseV5_C], slave[2],master[37:SRM:0],sync[0:off],datadir[/data/tbase/user_1/tdata_02/ccs2_80/data/ccs2_dn001],cross_idc_sync[false] exists long transaction",数据库状态异常,118,数据库状态异常,0.8915392756462097,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,80,数据库状态异常,0.8968242406845093,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:46:06, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,81,数据库状态异常,0.8968242406845093,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:31:37, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.222:11004)",备机丢失,87,备机丢失,0.9432477951049805,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,80,数据库状态异常,0.8975875973701477,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 11:26:32, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,81,数据库状态异常,0.8975875973701477,1
Nov  3 11:19:49 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9434853792190552,1
Nov  3 10:55:52 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9429681897163391,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:172.18.163.223:11004 status abnormal, conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,80,数据库状态异常,0.8967806100845337,1
"备机丢失告警(TBASE_SLAVE_LOST_WARNING), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:57, message: The Node(ccs2_80:ccs2_dn001:172.18.163.223:11004) lostes the last synchronous slave. these lost nodes is (172.18.163.221:11004)",备机丢失,87,备机丢失,0.9431892037391663,1
"DB实例状态异常告警(TBASE_NODE_STATUS_EXCEPTION), cluster: ccs2_80, ip: 172.18.163.223, port: 11004, timestamp: 2023-11-03 10:54:55, message: DOSS from agent:found db:[ccs2_80:ccs2_dn001:172.18.163.223:11004:dn master] status abnormal, status:CXZM_DB_STATUS_QUERY_EXCEPTION(9), conn_status:CXZM_DB_STATUS_EXCEPTION(3), pgctl_status:CXZM_DB_STATUS_RUNNING(2)",数据库状态异常,81,数据库状态异常,0.8967806100845337,1
Nov  3 10:55:02 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9430864453315735,1
Nov  3 10:54:42 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,95,IP SLA状态变更,0.9418900012969971,1
Nov  3 10:51:26 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9437100291252136,1
Nov  3 10:51:06 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Up-]Down,IP SLA状态变更,95,IP SLA状态变更,0.9428689479827881,1
Nov  3 10:50:16 GMT8: %TRACKING-5-STATE: 1 ip sla 1 reachability Down-]Up,IP SLA状态变更,94,IP SLA状态变更,0.9433520436286926,1
"128.18.163.178Available memory:2.21 MB服务器 PLSMSAP3 上可用内存小于20M, 当前值为(2.21 MB)",内存不足,128,内存不足,0.947151243686676,1
"128.18.163.178Free swap space in %:1.27 %swap使用率过高, 当前剩余值为(1.27 %)",swap使用率高,129,swap使用率高,0.9457640051841736,1
"128.18.163.178Free swap space in %:13.76 %PLSMSAP3 swap使用率过高, 当前剩余值为(13.76 %)",swap使用率高,130,swap使用率高,0.9467720985412598,1
青岛分行串口服务器通信状态:断线报警,通讯异常,74,服务器通信断线,0.9276161193847656,0
乌鲁木齐分行UPS市电输入开关状态:报警,市电停电报警,144,市电停电报警,0.8959149718284607,1
Zabbix servertotal agent ping:10.168.128.2|total agent ping,网络线路异常,152,网络线路异常,0.9303960204124451,1
大连分行市电状态:报警,市电停电报警,153,市电停电报警,0.9288704991340637,1
"2023年10月30日 08:21:16,东亚银行张江数据中心,主机房一空调15,一级报警,一级报警,状态告警,值为1",水冷空调报警,77,水冷空调报警,0.9151772260665894,1
"2023年10月30日 08:20:42,东亚银行张江数据中心,主机房一空调15,回路2低压,回路2低压报警,状态告警,值为1",空调关机报警,158,空调关机报警,0.8960462212562561,1
浦西5楼机房串口服务器通信状态:断线报警,通讯异常,163,服务器通信断线,0.9175416231155396,0
128.21.1.100Host name of Zabbix agent running:BEANET-IMCHost name of Zabbix agent was changed on PWNETJUMP1 BEANET-IMC,主机名变更,164,主机名变更,0.9225482940673828,1
128.21.1.36Host name of Zabbix agent running:PWNETJUMP1Host name of Zabbix agent was changed on Beanet-iMC PWNETJUMP1,主机名变更,164,主机名变更,0.9211278557777405,1
EAST系统批处理告警：SH-IMAS-GET-TYJDJC Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-TYJDYE Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-MRFSYE Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-TYCKJC Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
哈尔滨分行串口服务器通信状态:断线报警,通讯异常,74,服务器通信断线,0.9269798994064331,0
EAST系统批处理告警：SH-IMAS-GET-TYCKYE Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-MRFSFS Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-TYJDFS Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-DGKHXX Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
EAST系统批处理告警：SH-IMAS-GET-MRFSJC Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
大连分行串口服务器通信状态:断线报警,通讯异常,74,服务器通信断线,0.9228866696357727,0
EAST系统批处理告警：SH-IMAS-GET-TYCKFS Ended not OK,批量作业执行出错,167,系统批处理告警,0.5848041772842407,0
CIPS系统批处理告警：SZ-CIPS-DEP_PutFile Ended not OK,批量作业执行出错,174,系统批处理告警,0.7124899625778198,0
128.194.11.1Checksum of /etc/passwd:3966030149/etc/passwd has been changed on pandsdb1,BGP邻接关系异常,187,BGP邻接关系异常,0.9290224313735962,1
1028test__172.18.158.226，通讯机连接故障,通讯异常,190,网络线路异常,0.07367543876171112,0
北京分行串口服务器通信状态:断线报警,通讯异常,191,服务器通信断线,0.9266303777694702,0
1028test__硬盘池: ob_zone 数据冗余降级,数据冗余降级,202,数据冗余降级,0.926588237285614,1
"1028test__[TDSQL]TDSQL_UAT(/tdsqlzk/set_1695094140_5)11,创建时间(2023-09-19 11:29:00),业务(DAMP数据资产管理平台项目),机器(192.168.180.206:4003[备]);TCP连接状态异常产生告警，判断频率(1/1)，后续10分钟内屏蔽告警;异常策略:!=阈值(0),当前值:-1",连接状态异常,203,数据库发生重启,0.8401152491569519,0
拱北支行串口服务器通信状态:断线报警,通讯异常,75,服务器通信断线,0.9231469631195068,0
"[TDSQL]TDSQL_PRD(/tdsqlzk/set_1697097621_4),创建时间(2023-10-12 16:00:21),业务(ARV影像自动化识别和查验系统),机器(10.194.50.13:4002[备]);DB重启产生告警，后续10分钟内告警自动屏蔽;异常策略:=阈值(true),当前值:true",数据库发生重启,215,数据库发生重启,0.9447075128555298,1
undefined172.18.83.128 ECIF023004 ECIF批量到ECIF支持网络异常,网络线路异常,219,网络线路异常,0.898714005947113,1
undefined172.18.83.127 ECIF023002 ECIF批量调度到ECIF支持网络异常，172.18.83.127 ECIF023004 ECIF批量到ECIF支持网络异常,网络线路异常,224,网络线路异常,0.8757487535476685,1
undefined172.18.83.128 ECIF023002 ECIF批量调度到ECIF支持网络异常，172.18.83.128 ECIF023004 ECIF批量到ECIF支持网络异常,网络线路异常,224,网络线路异常,0.8769474029541016,1
undefined172.18.83.124 ECIF020001 ECIF网关到ECIF支持网络异常,网络线路异常,219,网络线路异常,0.9063416719436646,1
undefined172.18.83.125 ECIF020001 ECIF网关到ECIF支持网络异常,网络线路异常,219,网络线路异常,0.9064726829528809,1
undefined172.18.83.124 ECIF021002 ECIF客户到ECIF支持网络异常,网络线路异常,219,网络线路异常,0.9001256823539734,1
undefined172.18.83.125 ECIF021002 ECIF客户到ECIF支持网络异常,网络线路异常,219,网络线路异常,0.9005787968635559,1
厦门分行UPS输入状态:报警,UPS电源异常,226,UPS电源异常,0.8950332403182983,1
127.0.0.1Zabbix queue over 10 minutes:117More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,52,Zabbix 队列延迟,0.9569070339202881,1
"YIP内管db状态异常,阀值:9000ms,系统运行异常3次",数据库状态异常,233,数据库状态异常,0.3443583548069,1
undefined10.194.11.12 NDS003001 总行应用到F5卡服务异常,服务状态异常,236,服务状态异常,0.9200513958930969,1
undefined10.194.11.13 NDS003001 总行应用到F5卡服务异常,服务状态异常,236,服务状态异常,0.9198682904243469,1
undefined172.18.58.48 EPCC001108 应用epcc-admin服务异常，172.18.58.48 EPCC001110 应用epcc-check-customization服务异常,服务状态异常,239,服务状态异常,0.8474549055099487,1
undefined172.18.82.31 ICS002003 ICS数据准备31异常,数据准备异常,243,数据准备异常,0.9438144564628601,1
undefined10.194.11.10 NDS003001 总行应用到F5卡服务异常,服务状态异常,236,服务状态异常,0.9200417995452881,1
undefined10.194.11.11 NDS003001 总行应用到F5卡服务异常,服务状态异常,236,服务状态异常,0.9201014041900635,1
undefined172.18.81.37 BPH001020 二代TELLER异常,设备通讯异常,245,设备通讯异常,0.10659827291965485,1
undefined172.18.81.36 BPH001020 二代TELLER异常,设备通讯异常,245,设备通讯异常,0.105982206761837,1
"硬件传感器 名称： Switch 1 - Power Supply B, Unknown.1010. 分类： power. 当前状态： shutdown(4) - 传感器处于不可恢复状态中。",电源状态异常,247,电源状态异常,0.8647956848144531,1
"127.0.0.1Utilization of unreachable poller data collector processes, in %:100 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,249,数据采集器负载高,0.9445727467536926,1
"Zabbix serverUtilization of unreachable poller data collector processes, in %:100 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,250,数据采集器负载高,0.9458881616592407,1
Zabbix serverZabbix queue over 10 minutes:2155More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,53,Zabbix 队列延迟,0.9589939713478088,1
127.0.0.1Zabbix queue over 10 minutes:1784More than 100 items having missing data for more than 10 minutes,Zabbix 队列延迟,52,Zabbix 队列延迟,0.9569070339202881,1
"Zabbix serverUtilization of unreachable poller data collector processes, in %:47.53 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,250,数据采集器负载高,0.9504256844520569,1
"127.0.0.1Utilization of unreachable poller data collector processes, in %:49.23 %Zabbix unreachable poller processes more than 75% busy",数据采集器负载高,249,数据采集器负载高,0.9485124349594116,1
青岛分行艾默生UPS输入电状态:报警,UPS电源异常,251,UPS电源异常,0.9160091876983643,1
192.168.160.166Free inodes on / (percentage):0.48 %卷 / 上的空闲节点少于 20%，当前值为 0.48 %,文件系统使用率高,253,文件系统使用率高,0.9494393467903137,1
192.168.160.166Free inodes on / (percentage):0.48 %卷 / 上的空闲节点少于 10%，当前值为 0.48 %,文件系统使用率高,253,文件系统使用率高,0.9495168328285217,1
